curve_ID,originaltraitname,originaltraitunit,originaltraitvalue,standardisedtraitname,standardardisedtraitunit,standardisedtraitvalue,interactor1,habitat,common,ambienttemp,ambienttempunit,interactor2,stressor,stage,doi,citation,figuretable,mismatch
12,Juvenile Survival,%,0,Juvenile Mortality Rate,per capita per day,1,Paracoccus marginatu,terrestrial,mealy bug,34,celcius,NA,NA,juvenile,10.1603/0022-0493-101.6.1798,"Amarasekare, K.G. et al. 2008. Effect of Temperature on the Life History of the Mealybug Paracoccus marginatus (Hemiptera: Pseudococcidae). J. Econ. Entomol. 101(6): 1798-1804.",Table 2,yes
12,Juvenile Survival,%,0,Juvenile Mortality Rate,per capita per day,1,Paracoccus marginatu,terrestrial,mealy bug,35,celcius,NA,NA,juvenile,10.1603/0022-0493-101.6.1798,"Amarasekare, K.G. et al. 2008. Effect of Temperature on the Life History of the Mealybug Paracoccus marginatus (Hemiptera: Pseudococcidae). J. Econ. Entomol. 101(6): 1798-1804.",Table 2,yes
13,Juvenile Survival,%,14.516,Juvenile Mortality Rate,per capita per day,0.0165,Rhopalosiphum maidis,terrestrial,aphid,6,celcius,NA,NA,juvenile,10.1303/aez.2006.171,"Kuo, M.H. 2006. Temperature effects on life history traits of the corn leaf aphid, Rhopalosiphummaidis(Homoptera: Aphididae) on corn in Taiwan. Appl. Entomol. Zool. 41 (1): 171–177.",Table 1,yes
13,Juvenile Survival,%,70.588,Juvenile Mortality Rate,per capita per day,0.0123,Rhopalosiphum maidis,terrestrial,aphid,10,celcius,NA,NA,juvenile,10.1303/aez.2006.171,"Kuo, M.H. 2006. Temperature effects on life history traits of the corn leaf aphid, Rhopalosiphummaidis(Homoptera: Aphididae) on corn in Taiwan. Appl. Entomol. Zool. 41 (1): 171–177.",Table 1,yes
10,Fecundity,lifetime no. eggs,64.9,Fecundity Rate,lifetime fecundity/longevity,0.8236,Liposcelis bostrychophila,terrestrial,booklouse,32.5,celcius,NA,NA,adult,10.1603/0013-8746(2000)093[0261:DAROTP]2.0.CO;2,Wang et al. 2000. Development and Reproduction of the Psocid Liposcelis bostrychophila (Psocoptera: Liposcelididae) as a Function of Temperature. Ann. Entomol. Soc. Am. 93(2): 261–270,Table 4,yes
10,Fecundity,lifetime no. eggs,61,Fecundity Rate,lifetime fecundity/longevity,1.015,Liposcelis bostrychophila,terrestrial,booklouse,35,celcius,NA,NA,adult,10.1603/0013-8746(2000)093[0261:DAROTP]2.0.CO;2,Wang et al. 2000. Development and Reproduction of the Psocid Liposcelis bostrychophila (Psocoptera: Liposcelididae) as a Function of Temperature. Ann. Entomol. Soc. Am. 93(2): 261–270,Table 4,yes
11,Fecundity rate,progeny per day,9.2,Lifetime Fecundity,rate*lifespan,70.84,Muscidifurax zaraptor,terrestrial,parasitoid wasp,15,celcius,NA,NA,adult,10.1603/0046-225X-30.1.147,"Lysyk, T.J. 2001. Relationships Between Temperature and Life History Parameters ofMuscidifurax zaraptor(Hymenoptera: Pteromalidae). Environ. Entomol. 30(1): 147–156",Table 1,yes
11,Fecundity rate,progeny per day,9.8,Lifetime Fecundity,rate*lifespan,115.64,Muscidifurax zaraptor,terrestrial,parasitoid wasp,20,celcius,NA,NA,adult,10.1603/0046-225X-30.1.147,"Lysyk, T.J. 2001. Relationships Between Temperature and Life History Parameters ofMuscidifurax zaraptor(Hymenoptera: Pteromalidae). Environ. Entomol. 30(1): 147–156",Table 1,yes
11,Fecundity rate,progeny per day,14.1,Lifetime Fecundity,rate*lifespan,91.65,Muscidifurax zaraptor,terrestrial,parasitoid wasp,25,celcius,NA,NA,adult,10.1603/0046-225X-30.1.147,"Lysyk, T.J. 2001. Relationships Between Temperature and Life History Parameters ofMuscidifurax zaraptor(Hymenoptera: Pteromalidae). Environ. Entomol. 30(1): 147–156",Table 1,yes
11,Fecundity rate,progeny per day,14.1,Lifetime Fecundity,rate*lifespan,78.96,Muscidifurax zaraptor,terrestrial,parasitoid wasp,30,celcius,NA,NA,adult,10.1603/0046-225X-30.1.147,"Lysyk, T.J. 2001. Relationships Between Temperature and Life History Parameters ofMuscidifurax zaraptor(Hymenoptera: Pteromalidae). Environ. Entomol. 30(1): 147–156",Table 1,yes
11,Fecundity rate,progeny per day,10.7,Lifetime Fecundity,rate*lifespan,42.8,Muscidifurax zaraptor,terrestrial,parasitoid wasp,33,celcius,NA,NA,adult,10.1603/0046-225X-30.1.147,"Lysyk, T.J. 2001. Relationships Between Temperature and Life History Parameters ofMuscidifurax zaraptor(Hymenoptera: Pteromalidae). Environ. Entomol. 30(1): 147–156",Table 1,yes
12,Fecundity,no. of progeny,0,Fecundity Rate,no. of progeny/longevity,0,Paracoccus marginatu,terrestrial,mealy bug,15,celcius,NA,NA,adult,10.1603/0022-0493-101.6.1798,"Amarasekare, K.G. et al. 2008. Effect of Temperature on the Life History of the Mealybug Paracoccus marginatus (Hemiptera: Pseudococcidae). J. Econ. Entomol. 101(6): 1798-1804.",Table 3,yes
12,Female Longevity,days,11.8,Female Mortality Rate,1/days,0.0847,Muscidifurax zaraptor,terrestrial,parasitoid wasp,20,celcius,NA,NA,adult,10.1603/0046-225X-30.1.147,"Lysyk, T.J. 2001. Relationships Between Temperature and Life History Parameters ofMuscidifurax zaraptor(Hymenoptera: Pteromalidae). Environ. Entomol. 30(1): 147–156",Table 1,yes
12,Female Longevity,days,6.5,Female Mortality Rate,1/days,0.1538,Muscidifurax zaraptor,terrestrial,parasitoid wasp,25,celcius,NA,NA,adult,10.1603/0046-225X-30.1.147,"Lysyk, T.J. 2001. Relationships Between Temperature and Life History Parameters ofMuscidifurax zaraptor(Hymenoptera: Pteromalidae). Environ. Entomol. 30(1): 147–156",Table 1,yes
12,Female Longevity,days,5.6,Female Mortality Rate,1/days,0.1786,Muscidifurax zaraptor,terrestrial,parasitoid wasp,30,celcius,NA,NA,adult,10.1603/0046-225X-30.1.147,"Lysyk, T.J. 2001. Relationships Between Temperature and Life History Parameters ofMuscidifurax zaraptor(Hymenoptera: Pteromalidae). Environ. Entomol. 30(1): 147–156",Table 1,yes
12,Female Longevity,days,4,Female Mortality Rate,1/days,0.25,Muscidifurax zaraptor,terrestrial,parasitoid wasp,33,celcius,NA,NA,adult,10.1603/0046-225X-30.1.147,"Lysyk, T.J. 2001. Relationships Between Temperature and Life History Parameters ofMuscidifurax zaraptor(Hymenoptera: Pteromalidae). Environ. Entomol. 30(1): 147–156",Table 1,yes
13,Female Longevity,days,0,Female Mortality Rate,1/days,1,Paracoccus marginatu,terrestrial,mealy bug,15,celcius,NA,NA,adult,10.1603/0022-0493-101.6.1798,"Amarasekare, K.G. et al. 2008. Effect of Temperature on the Life History of the Mealybug Paracoccus marginatus (Hemiptera: Pseudococcidae). J. Econ. Entomol. 101(6): 1798-1804.",Table 3,yes
13,Female Longevity,days,40.2,Female Mortality Rate,1/days,0.0249,Paracoccus marginatu,terrestrial,mealy bug,18,celcius,NA,NA,adult,10.1603/0022-0493-101.6.1798,"Amarasekare, K.G. et al. 2008. Effect of Temperature on the Life History of the Mealybug Paracoccus marginatus (Hemiptera: Pseudococcidae). J. Econ. Entomol. 101(6): 1798-1804.",Table 3,yes
13,Female Longevity,days,35.7,Female Mortality Rate,1/days,0.028,Paracoccus marginatu,terrestrial,mealy bug,20,celcius,NA,NA,adult,10.1603/0022-0493-101.6.1798,"Amarasekare, K.G. et al. 2008. Effect of Temperature on the Life History of the Mealybug Paracoccus marginatus (Hemiptera: Pseudococcidae). J. Econ. Entomol. 101(6): 1798-1804.",Table 3,yes
13,Female Longevity,days,21.1,Female Mortality Rate,1/days,0.0474,Paracoccus marginatu,terrestrial,mealy bug,25,celcius,NA,NA,adult,10.1603/0022-0493-101.6.1798,"Amarasekare, K.G. et al. 2008. Effect of Temperature on the Life History of the Mealybug Paracoccus marginatus (Hemiptera: Pseudococcidae). J. Econ. Entomol. 101(6): 1798-1804.",Table 3,yes
13,Juvenile Survival,%,85.507,Juvenile Mortality Rate,per capita per day,0.0112,Rhopalosiphum maidis,terrestrial,aphid,15,celcius,NA,NA,juvenile,10.1303/aez.2006.171,"Kuo, M.H. 2006. Temperature effects on life history traits of the corn leaf aphid, Rhopalosiphummaidis(Homoptera: Aphididae) on corn in Taiwan. Appl. Entomol. Zool. 41 (1): 171–177.",Table 1,yes
13,Juvenile Survival,%,81.013,Juvenile Mortality Rate,per capita per day,0.025,Rhopalosiphum maidis,terrestrial,aphid,20,celcius,NA,NA,juvenile,10.1303/aez.2006.171,"Kuo, M.H. 2006. Temperature effects on life history traits of the corn leaf aphid, Rhopalosiphummaidis(Homoptera: Aphididae) on corn in Taiwan. Appl. Entomol. Zool. 41 (1): 171–177.",Table 1,yes
13,Juvenile Survival,%,96.61,Juvenile Mortality Rate,per capita per day,0.0059,Rhopalosiphum maidis,terrestrial,aphid,25,celcius,NA,NA,juvenile,10.1303/aez.2006.171,"Kuo, M.H. 2006. Temperature effects on life history traits of the corn leaf aphid, Rhopalosiphummaidis(Homoptera: Aphididae) on corn in Taiwan. Appl. Entomol. Zool. 41 (1): 171–177.",Table 1,yes
13,Juvenile Survival,%,82.927,Juvenile Mortality Rate,per capita per day,0.0328,Rhopalosiphum maidis,terrestrial,aphid,30,celcius,NA,NA,juvenile,10.1303/aez.2006.171,"Kuo, M.H. 2006. Temperature effects on life history traits of the corn leaf aphid, Rhopalosiphummaidis(Homoptera: Aphididae) on corn in Taiwan. Appl. Entomol. Zool. 41 (1): 171–177.",Table 1,yes
13,Juvenile Survival,%,3.448,Juvenile Mortality Rate,per capita per day,0.1207,Rhopalosiphum maidis,terrestrial,aphid,35,celcius,NA,NA,juvenile,10.1303/aez.2006.171,"Kuo, M.H. 2006. Temperature effects on life history traits of the corn leaf aphid, Rhopalosiphummaidis(Homoptera: Aphididae) on corn in Taiwan. Appl. Entomol. Zool. 41 (1): 171–177.",Table 1,yes
11,Juvenile Survival,proportion,0.31,Juvenile Mortality Rate,per capita per day,0.0053,Muscidifurax zaraptor,terrestrial,parasitoid wasp,15,celcius,NA,NA,juvenile,10.1603/0046-225X-30.1.147,"Lysyk, T.J. 2001. Relationships Between Temperature and Life History Parameters ofMuscidifurax zaraptor(Hymenoptera: Pteromalidae). Environ. Entomol. 30(1): 147–156",Table 1,yes
12,Fecundity,no. of progeny,160.6,Fecundity Rate,no. of progeny/longevity,3.995,Paracoccus marginatu,terrestrial,mealy bug,18,celcius,NA,NA,adult,10.1603/0022-0493-101.6.1798,"Amarasekare, K.G. et al. 2008. Effect of Temperature on the Life History of the Mealybug Paracoccus marginatus (Hemiptera: Pseudococcidae). J. Econ. Entomol. 101(6): 1798-1804.",Table 3,yes
12,Fecundity,no. of progeny,231.6,Fecundity Rate,no. of progeny/longevity,6.4874,Paracoccus marginatu,terrestrial,mealy bug,20,celcius,NA,NA,adult,10.1603/0022-0493-101.6.1798,"Amarasekare, K.G. et al. 2008. Effect of Temperature on the Life History of the Mealybug Paracoccus marginatus (Hemiptera: Pseudococcidae). J. Econ. Entomol. 101(6): 1798-1804.",Table 3,yes
12,Fecundity,no. of progeny,300.2,Fecundity Rate,no. of progeny/longevity,14.2275,Paracoccus marginatu,terrestrial,mealy bug,25,celcius,NA,NA,adult,10.1603/0022-0493-101.6.1798,"Amarasekare, K.G. et al. 2008. Effect of Temperature on the Life History of the Mealybug Paracoccus marginatus (Hemiptera: Pseudococcidae). J. Econ. Entomol. 101(6): 1798-1804.",Table 3,yes
12,Fecundity,no. of progeny,82.2,Fecundity Rate,no. of progeny/longevity,4.2813,Paracoccus marginatu,terrestrial,mealy bug,30,celcius,NA,NA,adult,10.1603/0022-0493-101.6.1798,"Amarasekare, K.G. et al. 2008. Effect of Temperature on the Life History of the Mealybug Paracoccus marginatus (Hemiptera: Pseudococcidae). J. Econ. Entomol. 101(6): 1798-1804.",Table 3,yes
12,Fecundity,no. of progeny,15.13,Fecundity Rate,no. of progeny/longevity,0,Paracoccus marginatu,terrestrial,mealy bug,34,celcius,NA,NA,adult,10.1603/0022-0493-101.6.1798,"Amarasekare, K.G. et al. 2008. Effect of Temperature on the Life History of the Mealybug Paracoccus marginatus (Hemiptera: Pseudococcidae). J. Econ. Entomol. 101(6): 1798-1804.",Table 3,yes
12,Fecundity,no. of progeny,0,Fecundity Rate,no. of progeny/longevity,0,Paracoccus marginatu,terrestrial,mealy bug,35,celcius,NA,NA,adult,10.1603/0022-0493-101.6.1798,"Amarasekare, K.G. et al. 2008. Effect of Temperature on the Life History of the Mealybug Paracoccus marginatus (Hemiptera: Pseudococcidae). J. Econ. Entomol. 101(6): 1798-1804.",Table 3,yes
13,Female Longevity,days,19.2,Female Mortality Rate,1/days,0.0521,Paracoccus marginatu,terrestrial,mealy bug,30,celcius,NA,NA,adult,10.1603/0022-0493-101.6.1798,"Amarasekare, K.G. et al. 2008. Effect of Temperature on the Life History of the Mealybug Paracoccus marginatus (Hemiptera: Pseudococcidae). J. Econ. Entomol. 101(6): 1798-1804.",Table 3,yes
13,Female Longevity,days,0,Female Mortality Rate,1/days,1,Paracoccus marginatu,terrestrial,mealy bug,34,celcius,NA,NA,adult,10.1603/0022-0493-101.6.1798,"Amarasekare, K.G. et al. 2008. Effect of Temperature on the Life History of the Mealybug Paracoccus marginatus (Hemiptera: Pseudococcidae). J. Econ. Entomol. 101(6): 1798-1804.",Table 3,yes
13,Female Longevity,days,0,Female Mortality Rate,1/days,1,Paracoccus marginatu,terrestrial,mealy bug,35,celcius,NA,NA,adult,10.1603/0022-0493-101.6.1798,"Amarasekare, K.G. et al. 2008. Effect of Temperature on the Life History of the Mealybug Paracoccus marginatus (Hemiptera: Pseudococcidae). J. Econ. Entomol. 101(6): 1798-1804.",Table 3,yes
14,Female Longevity,days,0,Female Mortality Rate,1/days,1,Planococcus citri,terrestrial,mealy bug,15,celcius,NA,NA,adult,http://dx.doi.org/10.2298/abs0902329g,"Goldasteh, S., Talebi, A. A., Fathipour, Y., Ostovan, H., Zamani, A. & Shoushtari, R. V. 2009. Effect of temperature on life history and population growth parameters of Planococcus citri (Homoptera, Pseudococcidae) on Coleus (Solenostemon scutellarioides (L.) Codd.]. Arch. Biol. Sci. 61(2):329-336",Table 2,yes
14,Female Longevity,days,47.29,Female Mortality Rate,1/days,0.02114612,Planococcus citri,terrestrial,mealy bug,18,celcius,NA,NA,adult,http://dx.doi.org/10.2298/abs0902329g,"Goldasteh, S., Talebi, A. A., Fathipour, Y., Ostovan, H., Zamani, A. & Shoushtari, R. V. 2009. Effect of temperature on life history and population growth parameters of Planococcus citri (Homoptera, Pseudococcidae) on Coleus (Solenostemon scutellarioides (L.) Codd.]. Arch. Biol. Sci. 61(2):329-336",Table 2,yes
14,Female Longevity,days,43.75,Female Mortality Rate,1/days,0.022857143,Planococcus citri,terrestrial,mealy bug,20,celcius,NA,NA,adult,http://dx.doi.org/10.2298/abs0902329g,"Goldasteh, S., Talebi, A. A., Fathipour, Y., Ostovan, H., Zamani, A. & Shoushtari, R. V. 2009. Effect of temperature on life history and population growth parameters of Planococcus citri (Homoptera, Pseudococcidae) on Coleus (Solenostemon scutellarioides (L.) Codd.]. Arch. Biol. Sci. 61(2):329-336",Table 2,yes
11,Juvenile Survival,proportion,0.87,Juvenile Mortality Rate,per capita per day,0.0039,Muscidifurax zaraptor,terrestrial,parasitoid wasp,20,celcius,NA,NA,juvenile,10.1603/0046-225X-30.1.147,"Lysyk, T.J. 2001. Relationships Between Temperature and Life History Parameters ofMuscidifurax zaraptor(Hymenoptera: Pteromalidae). Environ. Entomol. 30(1): 147–156",Table 1,yes
11,Juvenile Survival,proportion,0.96,Juvenile Mortality Rate,per capita per day,0.0022,Muscidifurax zaraptor,terrestrial,parasitoid wasp,25,celcius,NA,NA,juvenile,10.1603/0046-225X-30.1.147,"Lysyk, T.J. 2001. Relationships Between Temperature and Life History Parameters ofMuscidifurax zaraptor(Hymenoptera: Pteromalidae). Environ. Entomol. 30(1): 147–156",Table 1,yes
11,Juvenile Survival,proportion,0.94,Juvenile Mortality Rate,per capita per day,0.0043,Muscidifurax zaraptor,terrestrial,parasitoid wasp,30,celcius,NA,NA,juvenile,10.1603/0046-225X-30.1.147,"Lysyk, T.J. 2001. Relationships Between Temperature and Life History Parameters ofMuscidifurax zaraptor(Hymenoptera: Pteromalidae). Environ. Entomol. 30(1): 147–156",Table 1,yes
11,Juvenile Survival,proportion,0.74,Juvenile Mortality Rate,per capita per day,0.0183,Muscidifurax zaraptor,terrestrial,parasitoid wasp,33,celcius,NA,NA,juvenile,10.1603/0046-225X-30.1.147,"Lysyk, T.J. 2001. Relationships Between Temperature and Life History Parameters ofMuscidifurax zaraptor(Hymenoptera: Pteromalidae). Environ. Entomol. 30(1): 147–156",Table 1,yes
6,Juvenile Survival,%,15.2,Juvenile Mortality Rate,per capita per day,0.025,Aphis nasturtii,terrestrial,aphid,10,celcius,NA,NA,juvenile, https://doi.org/10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90(1): 62-68",Table 2,yes
6,Juvenile Survival,%,87.5,Juvenile Mortality Rate,per capita per day,0.0078,Aphis nasturtii,terrestrial,aphid,15,celcius,NA,NA,juvenile, https://doi.org/10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90(1): 62-68",Table 2,yes
6,Juvenile Survival,%,67.5,Juvenile Mortality Rate,per capita per day,0.0325,Aphis nasturtii,terrestrial,aphid,20,celcius,NA,NA,juvenile, https://doi.org/10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90(1): 62-68",Table 2,yes
6,Juvenile Survival,%,60,Juvenile Mortality Rate,per capita per day,0.0513,Aphis nasturtii,terrestrial,aphid,25,celcius,NA,NA,juvenile, https://doi.org/10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90(1): 62-68",Table 2,yes
6,Juvenile Survival,%,72.5,Juvenile Mortality Rate,per capita per day,0.0458,Aphis nasturtii,terrestrial,aphid,27,celcius,NA,NA,juvenile, https://doi.org/10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90(1): 62-68",Table 2,yes
6,Juvenile Survival,%,67.5,Juvenile Mortality Rate,per capita per day,0.057,Aphis nasturtii,terrestrial,aphid,30,celcius,NA,NA,juvenile, https://doi.org/10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90(1): 62-68",Table 2,yes
6,Juvenile Survival,%,37.5,Juvenile Mortality Rate,per capita per day,0.0947,Aphis nasturtii,terrestrial,aphid,35,celcius,NA,NA,juvenile, https://doi.org/10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90(1): 62-68",Table 3,yes
1,Aquatic Phase Mortality Rate,1/days,0.16173,Juvenile Mortality Rate,1/days,0.1617,Aedes aegypti,aquatic,mosquito,10,celcius,NA,NA,juvenile,10.1017/S0950268809002040,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",Table 8,yes
1,Aquatic Phase Mortality Rate,1/days,0.09729,Juvenile Mortality Rate,1/days,0.0973,Aedes aegypti,aquatic,mosquito,10,celcius,NA,NA,juvenile,10.1017/S0950268809002040,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",Table 8,yes
1,Aquatic Phase Mortality Rate,1/days,0.0817,Juvenile Mortality Rate,1/days,0.0817,Aedes aegypti,aquatic,mosquito,10,celcius,NA,NA,juvenile,10.1017/S0950268809002040,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",Table 8,yes
1,Aquatic Phase Mortality Rate,1/days,0.22253,Juvenile Mortality Rate,1/days,0.2225,Aedes aegypti,aquatic,mosquito,10,celcius,NA,NA,juvenile,10.1017/S0950268809002040,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",Table 8,yes
1,Aquatic Phase Mortality Rate,1/days,0.46886,Juvenile Mortality Rate,1/days,0.4689,Aedes aegypti,aquatic,mosquito,10.38,celcius,NA,NA,juvenile,10.1017/S0950268809002040,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",Table 8,yes
1,Aquatic Phase Mortality Rate,1/days,0.17455,Juvenile Mortality Rate,1/days,0.1746,Aedes aegypti,aquatic,mosquito,10.45,celcius,NA,NA,juvenile,10.1017/S0950268809002040,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",Table 8,yes
1,Aquatic Phase Mortality Rate,1/days,0.20706,Juvenile Mortality Rate,1/days,0.2071,Aedes aegypti,aquatic,mosquito,10.45,celcius,NA,NA,juvenile,10.1017/S0950268809002040,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",Table 8,yes
1,Aquatic Phase Mortality Rate,1/days,0.02087,Juvenile Mortality Rate,1/days,0.0209,Aedes aegypti,aquatic,mosquito,14.74,celcius,NA,NA,juvenile,10.1017/S0950268809002040,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",Table 8,yes
1,Aquatic Phase Mortality Rate,1/days,0.02344,Juvenile Mortality Rate,1/days,0.0234,Aedes aegypti,aquatic,mosquito,14.84,celcius,NA,NA,juvenile,10.1017/S0950268809002040,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",Table 8,yes
1,Aquatic Phase Mortality Rate,1/days,0.01809,Juvenile Mortality Rate,1/days,0.0181,Aedes aegypti,aquatic,mosquito,14.92,celcius,NA,NA,juvenile,10.1017/S0950268809002040,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",Table 8,yes
14,Female Longevity,days,32.52,Female Mortality Rate,1/days,0.030750308,Planococcus citri,terrestrial,mealy bug,23,celcius,NA,NA,adult,http://dx.doi.org/10.2298/abs0902329g,"Goldasteh, S., Talebi, A. A., Fathipour, Y., Ostovan, H., Zamani, A. & Shoushtari, R. V. 2009. Effect of temperature on life history and population growth parameters of Planococcus citri (Homoptera, Pseudococcidae) on Coleus (Solenostemon scutellarioides (L.) Codd.]. Arch. Biol. Sci. 61(2):329-336",Table 2,yes
14,Female Longevity,days,32.07,Female Mortality Rate,1/days,0.03118179,Planococcus citri,terrestrial,mealy bug,25,celcius,NA,NA,adult,http://dx.doi.org/10.2298/abs0902329g,"Goldasteh, S., Talebi, A. A., Fathipour, Y., Ostovan, H., Zamani, A. & Shoushtari, R. V. 2009. Effect of temperature on life history and population growth parameters of Planococcus citri (Homoptera, Pseudococcidae) on Coleus (Solenostemon scutellarioides (L.) Codd.]. Arch. Biol. Sci. 61(2):329-336",Table 2,yes
14,Female Longevity,days,32.14,Female Mortality Rate,1/days,0.031113877,Planococcus citri,terrestrial,mealy bug,28,celcius,NA,NA,adult,http://dx.doi.org/10.2298/abs0902329g,"Goldasteh, S., Talebi, A. A., Fathipour, Y., Ostovan, H., Zamani, A. & Shoushtari, R. V. 2009. Effect of temperature on life history and population growth parameters of Planococcus citri (Homoptera, Pseudococcidae) on Coleus (Solenostemon scutellarioides (L.) Codd.]. Arch. Biol. Sci. 61(2):329-336",Table 2,yes
14,Female Longevity,days,31.95,Female Mortality Rate,1/days,0.031298905,Planococcus citri,terrestrial,mealy bug,30,celcius,NA,NA,adult,http://dx.doi.org/10.2298/abs0902329g,"Goldasteh, S., Talebi, A. A., Fathipour, Y., Ostovan, H., Zamani, A. & Shoushtari, R. V. 2009. Effect of temperature on life history and population growth parameters of Planococcus citri (Homoptera, Pseudococcidae) on Coleus (Solenostemon scutellarioides (L.) Codd.]. Arch. Biol. Sci. 61(2):329-336",Table 2,yes
14,Female Longevity,days,32.7,Female Mortality Rate,1/days,0.03058104,Planococcus citri,terrestrial,mealy bug,32,celcius,NA,NA,adult,http://dx.doi.org/10.2298/abs0902329g,"Goldasteh, S., Talebi, A. A., Fathipour, Y., Ostovan, H., Zamani, A. & Shoushtari, R. V. 2009. Effect of temperature on life history and population growth parameters of Planococcus citri (Homoptera, Pseudococcidae) on Coleus (Solenostemon scutellarioides (L.) Codd.]. Arch. Biol. Sci. 61(2):329-336",Table 2,yes
15,Female Longevity,days,14.8,Female Mortality Rate,1/days,0.0676,Rhopalosiphum maidis,terrestrial,aphid,6,celcius,NA,NA,adult,10.1303/aez.2006.171,"Kuo, M.H. 2006. Temperature effects on life history traits of the corn leaf aphid, Rhopalosiphummaidis(Homoptera: Aphididae) on corn in Taiwan. Appl. Entomol. Zool. 41 (1): 171–177.",Table 3,yes
15,Female Longevity,days,20,Female Mortality Rate,1/days,0.05,Rhopalosiphum maidis,terrestrial,aphid,10,celcius,NA,NA,adult,10.1303/aez.2006.171,"Kuo, M.H. 2006. Temperature effects on life history traits of the corn leaf aphid, Rhopalosiphummaidis(Homoptera: Aphididae) on corn in Taiwan. Appl. Entomol. Zool. 41 (1): 171–177.",Table 3,yes
13,Fecundity,egg/female/generation,0,Fecundity Rate,no. of progeny per day,NA,Planococcus citri,terrestrial,mealy bug,15,celcius,NA,NA,adult,http://dx.doi.org/10.2298/abs0902329g,"Goldasteh, S., Talebi, A. A., Fathipour, Y., Ostovan, H., Zamani, A. & Shoushtari, R. V. 2009. Effect of temperature on life history and population growth parameters of Planococcus citri (Homoptera, Pseudococcidae) on Coleus (Solenostemon scutellarioides (L.) Codd.]. Arch. Biol. Sci. 61(2):329-336",Table 3,yes
13,Fecundity,egg/female/generation,24.9,Fecundity Rate,no. of progeny per day,NA,Planococcus citri,terrestrial,mealy bug,18,celcius,NA,NA,adult,http://dx.doi.org/10.2298/abs0902329g,"Goldasteh, S., Talebi, A. A., Fathipour, Y., Ostovan, H., Zamani, A. & Shoushtari, R. V. 2009. Effect of temperature on life history and population growth parameters of Planococcus citri (Homoptera, Pseudococcidae) on Coleus (Solenostemon scutellarioides (L.) Codd.]. Arch. Biol. Sci. 61(2):329-336",Table 3,yes
13,Fecundity,egg/female/generation,84.04,Fecundity Rate,no. of progeny per day,NA,Planococcus citri,terrestrial,mealy bug,20,celcius,NA,NA,adult,http://dx.doi.org/10.2298/abs0902329g,"Goldasteh, S., Talebi, A. A., Fathipour, Y., Ostovan, H., Zamani, A. & Shoushtari, R. V. 2009. Effect of temperature on life history and population growth parameters of Planococcus citri (Homoptera, Pseudococcidae) on Coleus (Solenostemon scutellarioides (L.) Codd.]. Arch. Biol. Sci. 61(2):329-336",Table 3,yes
